Location ID,Location Name,Location Type,Location Primary Inspection Category,Location Street Address,Location Address Line 2,Location City,Location Post Code,Service / Population Group,Key Question,Latest Rating,CQC Rating - Safe,CQC Rating - Effective,CQC Rating - Caring,CQC Rating - Responsive,CQC Rating - Well-Led,Publication Date,Report Type,URL,Provider ID,Provider Name,Brand ID,Brand Name
RCUEF,Sheffield Children's Hospital ,NHS,Hospitals ,Western Bank , ,Sheffield ,S10 2TH,Overall,Overall,Good,Good,Good,Good,Good,Good,16/07/2019,Location,http://www.cqc.org.uk/location/RCUEF,RCU,Sheffield Children's NHS Foundation Trust ,,-
RCX70,The Queen Elizabeth Hospital ,NHS,Hospitals ,Gayton Road , ,Kings Lynn ,PE30 4ET,Overall,Overall,Inadequate,Inadequate,Inadequate,Requires improvement,Requires improvement,Inadequate,24/07/2019,Location,http://www.cqc.org.uk/location/RCX70,RCX,The Queen Elizabeth Hospital King's Lynn NHS Foundation Trust ,,-
RD102,Chippenham Community Hospital ,NHS,Hospitals ,Rowden Hill , ,Chippenham ,SN15 2AJ,Overall,Overall,Good,Good,Good,Outstanding,Requires improvement,Good,26/09/2018,Provider,http://www.cqc.org.uk/provider/RD1,RD1,Royal United Hospitals Bath NHS Foundation Trust ,,-
RD115,Royal National Hospital for Rheumatic Diseases ,NHS,Hospitals ,Upper Borough Walls , ,Bath ,BA1 1RL,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,10/08/2016,Location,http://www.cqc.org.uk/location/RD115,RD1,Royal United Hospitals Bath NHS Foundation Trust ,,-
RD129,Paulton Memorial Hospital (Maternity) ,NHS,Hospitals ,Salisbury Road ,Paulton ,Bristol ,BS39 7SB,Overall,Overall,Good,Good,Good,Outstanding,Requires improvement,Good,26/09/2018,Provider,http://www.cqc.org.uk/provider/RD1,RD1,Royal United Hospitals Bath NHS Foundation Trust ,,-
RD130,Royal United Hospital Bath ,NHS,Hospitals ,"Directors Offices, Royal United Hospital ",Combe Park ,Bath ,BA1 3NG,Overall,Overall,Good,Good,Good,Outstanding,Requires improvement,Good,26/09/2018,Location,http://www.cqc.org.uk/location/RD130,RD1,Royal United Hospitals Bath NHS Foundation Trust ,,-
RD300,Poole Hospital ,NHS,Hospitals ,Longfleet Road , ,Poole ,BH15 2JB,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,26/01/2018,Location,http://www.cqc.org.uk/location/RD300,RD3,Poole Hospital NHS Foundation Trust ,,-
RD816,Milton Keynes Hospital ,NHS,Hospitals ,Standing Way ,Eaglestone ,Milton Keynes ,MK6 5LD,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,30/07/2019,Location,http://www.cqc.org.uk/location/RD816,RD8,Milton Keynes University Hospital NHS Foundation Trust ,,-
RDDH0,Basildon University Hospital ,NHS,Hospitals ,Nethermayne , ,Basildon ,SS16 5NL,Overall,Overall,Good,Requires improvement,Good,Good,Requires improvement,Good,10/07/2019,Location,http://www.cqc.org.uk/location/RDDH0,RDD,Basildon and Thurrock University Hospitals NHS Foundation Trust ,,-
RDDH1,Orsett Hospital ,NHS,Hospitals ,Rowley Road , ,Orsett ,RM16 3ET,Overall,Overall,Good,Requires improvement,Good,Good,Requires improvement,Good,10/07/2019,Provider,http://www.cqc.org.uk/provider/RDD,RDD,Basildon and Thurrock University Hospitals NHS Foundation Trust ,,-
RDE03,Ipswich Hospital ,NHS,Hospitals ,Heath Road , ,Ipswich ,IP4 5PD,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Good,02/11/2017,Provider,http://www.cqc.org.uk/provider/RDE,RDE,East Suffolk and North Essex NHS Foundation Trust ,,-
RDEE4,Colchester General Hospital ,NHS,Hospitals ,Turner Road , ,Colchester ,CO4 5JL,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,02/11/2017,Location,http://www.cqc.org.uk/location/RDEE4,RDE,East Suffolk and North Essex NHS Foundation Trust ,,-
RDR1H,Salvington Lodge ,NHS,Hospitals ,Salvington Hill , ,Worthing ,BN13 3BW,Overall,Overall,Good,Good,Good,Good,Good,Good,30/07/2018,Provider,http://www.cqc.org.uk/provider/RDR,RDR,Sussex Community NHS Foundation Trust ,,-
RDR1L,Zachary Merton Community Hospital ,NHS,Hospitals ,Glenville Road ,Rustington ,Littlehampton ,BN16 2EB,Overall,Overall,Good,Good,Good,Good,Good,Good,30/07/2018,Provider,http://www.cqc.org.uk/provider/RDR,RDR,Sussex Community NHS Foundation Trust ,,-
RDR1R,Arundel and District Hospital ,NHS,Hospitals ,Chichester Road , ,Arundel ,BN18 0AB,Overall,Overall,Good,Good,Good,Good,Good,Good,30/07/2018,Provider,http://www.cqc.org.uk/provider/RDR,RDR,Sussex Community NHS Foundation Trust ,,-
RDR2F,Midhurst Community Hospital ,NHS,Hospitals ,Dodsley Lane ,Easebourne ,Midhurst ,GU29 9AW,Overall,Overall,Good,Good,Good,Good,Good,Good,30/07/2018,Provider,http://www.cqc.org.uk/provider/RDR,RDR,Sussex Community NHS Foundation Trust ,,-
RDR3E,Crawley ,NHS,Hospitals ,West Green Drive , ,Crawley ,RH11 7DH,Overall,Overall,Good,Good,Good,Good,Good,Good,30/07/2018,Provider,http://www.cqc.org.uk/provider/RDR,RDR,Sussex Community NHS Foundation Trust ,,-
RDR3L,Horsham Hospital ,NHS,Hospitals ,Hurst Road , ,Horsham ,RH12 2DR,Overall,Overall,Good,Good,Good,Good,Good,Good,30/07/2018,Provider,http://www.cqc.org.uk/provider/RDR,RDR,Sussex Community NHS Foundation Trust ,,-
RDRC9,Crowborough War Memorial Hospital ,NHS,Hospitals ,Southview Road , ,Crowborough ,TN6 1HB,Overall,Overall,Good,Good,Good,Good,Good,Good,30/07/2018,Provider,http://www.cqc.org.uk/provider/RDR,RDR,Sussex Community NHS Foundation Trust ,,-
RDRLV,Lewes Victoria Hospital ,NHS,Hospitals ,Nevill Road , ,Lewes ,BN7 1PE,Overall,Overall,Good,Good,Good,Good,Good,Good,30/07/2018,Provider,http://www.cqc.org.uk/provider/RDR,RDR,Sussex Community NHS Foundation Trust ,,-
RDRNW,Newhaven Rehabilitation Centre ,NHS,Hospitals ,Church Hill , ,Newhaven ,BN9 9HH,Overall,Overall,Good,Good,Good,Good,Good,Good,30/07/2018,Provider,http://www.cqc.org.uk/provider/RDR,RDR,Sussex Community NHS Foundation Trust ,,-
RDU01,Frimley Park Hospital ,NHS,Hospitals ,Portsmouth Road ,Frimley ,Camberley ,GU16 7UJ,Overall,Overall,Outstanding,Good,Good,Outstanding,Outstanding,Outstanding,13/03/2019,Location,http://www.cqc.org.uk/location/RDU01,RDU,Frimley Health NHS Foundation Trust ,,-
RDU02,Farnham Hospital ,NHS,Hospitals ,Hale Road , ,Farnham ,GU9 9QL,Overall,Overall,Good,Good,Good,Good,Good,Good,13/03/2019,Provider,http://www.cqc.org.uk/provider/RDU,RDU,Frimley Health NHS Foundation Trust ,,-
RDU50,Wexham Park Hospital ,NHS,Hospitals ,Wexham Street ,Wexham ,Slough ,SL2 4HL,Overall,Overall,Good,Good,Good,Good,Good,Outstanding,13/03/2019,Location,http://www.cqc.org.uk/location/RDU50,RDU,Frimley Health NHS Foundation Trust ,,-
RDU52,Heatherwood Hospital ,NHS,Hospitals ,London Road , ,Ascot ,SL5 8AA,Overall,Overall,Good,Good,Good,Good,Good,Good,13/03/2019,Location,http://www.cqc.org.uk/location/RDU52,RDU,Frimley Health NHS Foundation Trust ,,-
RDU53,King Edward VII Hospital ,NHS,Hospitals ,St Leonards Road , ,Windsor ,SL4 3DP,Overall,Overall,Good,Good,Good,Good,Good,Good,13/03/2019,Provider,http://www.cqc.org.uk/provider/RDU,RDU,Frimley Health NHS Foundation Trust ,,-
RDYEF,Weymouth Community Hospital ,NHS,Hospitals ,3 Melcombe Avenue , ,Weymouth ,DT4 7TB,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,31/07/2019,Provider,http://www.cqc.org.uk/provider/RDY,RDY,Dorset Healthcare University NHS Foundation Trust ,,-
RDYEG,Westhaven Hospital ,NHS,Hospitals ,Radipole Lane , ,Weymouth ,DT4 0QE,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,31/07/2019,Provider,http://www.cqc.org.uk/provider/RDY,RDY,Dorset Healthcare University NHS Foundation Trust ,,-
RDYEJ,Bridport Community Hospital ,NHS,Hospitals ,Hospital Lane ,West Allington ,Bridport ,DT6 5DR,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,31/07/2019,Provider,http://www.cqc.org.uk/provider/RDY,RDY,Dorset Healthcare University NHS Foundation Trust ,,-
RDYFC,Yeatman Hospital ,NHS,Hospitals ,Hospital Lane , ,Sherborne ,DT9 3JU,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,31/07/2019,Provider,http://www.cqc.org.uk/provider/RDY,RDY,Dorset Healthcare University NHS Foundation Trust ,,-
RDYFE,"Victoria Hospital, Wimborne ",NHS,Hospitals ,Victoria Hospital ,Victoria Road ,Wimborne ,BH21 1ER,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,31/07/2019,Provider,http://www.cqc.org.uk/provider/RDY,RDY,Dorset Healthcare University NHS Foundation Trust ,,-
RDYFF,Swanage Community Hospital ,NHS,Hospitals ,Queens Road , ,Swanage ,BH19 2ES,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,31/07/2019,Provider,http://www.cqc.org.uk/provider/RDY,RDY,Dorset Healthcare University NHS Foundation Trust ,,-
RDYY1,Portland Hospital ,NHS,Hospitals ,Castle Road , ,Portland ,DT5 1AX,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,31/07/2019,Provider,http://www.cqc.org.uk/provider/RDY,RDY,Dorset Healthcare University NHS Foundation Trust ,,-
RDZ05,Christchurch Hospital ,NHS,Hospitals ,Fairmile Road , ,Christchurch ,BH23 2JX,Overall,Overall,Good,Good,Good,Good,Good,Outstanding,25/02/2016,Location,http://www.cqc.org.uk/location/RDZ05,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust ,,-
RE9GA,South Tyneside District Hospital ,NHS,Hospitals ,Harton Lane , ,South Shields ,NE34 0PL,Overall,Overall,Requires Improvement,Requires Improvement,Requires Improvement,Requires Improvement,Requires Improvement,Requires Improvement,,No Data,,R0B,South Tynside and Sunderland NHS Foundation Trust ,,-
RE9GC,Primrose Hill Hospital ,NHS,Hospitals ,Primrose Terrace , ,Jarrow ,NE32 5HA,Overall,Overall,Requires Improvement,Requires Improvement,Requires Improvement,Requires Improvement,Requires Improvement,Requires Improvement,,No Data,,R0B,South Tynside and Sunderland NHS Foundation Trust ,,-
RE9GF,Palmer Community Hospital ,NHS,Hospitals ,Wear Street , ,Jarrow ,NE32 3UX,Overall,Overall,Requires Improvement,Requires Improvement,Requires Improvement,Requires Improvement,Requires Improvement,Requires Improvement,,No Data,,R0B,South Tynside and Sunderland NHS Foundation Trust ,,-
REF01,West Cornwall Hospital ,NHS,Hospitals ,St Clare Street , ,Penzance ,TR18 2PF,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,14/12/2018,Location,http://www.cqc.org.uk/location/REF01,REF,Royal Cornwall Hospitals NHS Trust ,,-
REF02,St Michael's Hospital ,NHS,Hospitals ,Trelissick Road ,Trelissick Road ,Hayle ,TR27 4JA,Overall,Overall,Good,Good,Good,Good,Good,Good,14/12/2018,Location,http://www.cqc.org.uk/location/REF02,REF,Royal Cornwall Hospitals NHS Trust ,,-
REF12,Royal Cornwall Hospital ,NHS,Hospitals ,Treliske ,Priory Road ,Truro ,TR1 3LJ,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,14/12/2018,Location,http://www.cqc.org.uk/location/REF12,REF,Royal Cornwall Hospitals NHS Trust ,,-
REF81,St Austell Hospital - Penrice Birthing Unit ,NHS,Hospitals ,Porthpean Road , ,St Austell ,PL26 6AA,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Requires improvement,05/10/2017,Location,http://www.cqc.org.uk/location/REF81,REF,Royal Cornwall Hospitals NHS Trust ,,-
REM21,University Hospital Aintree ,NHS,Hospitals ,Longmoor Lane ,Fazakerley ,Liverpool ,L9 7AL,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,26/09/2019,Location,http://www.cqc.org.uk/location/REM21,REM,Aintree University Hospital NHS Foundation Trust ,,-
REN20,The Clatterbridge Cancer Centre ,NHS,Hospitals ,Clatterbridge Road , ,Wirral ,CH63 4JY,Overall,Overall,Good,Good,Good,Outstanding,Good,Good,16/04/2019,Location,http://www.cqc.org.uk/location/REN20,REN,The Clatterbridge Cancer Centre NHS Foundation Trust ,,-
REP01,Liverpool Women's Hospital ,NHS,Hospitals ,Crown Street , ,Liverpool ,L8 7SS,Overall,Overall,Good,Good,Good,Good,Good,Good,08/08/2018,Location,http://www.cqc.org.uk/location/REP01,REP,Liverpool Women's NHS Foundation Trust ,,-
REP21,Liverpool Women's at Aintree ,NHS,Hospitals ,Longmoor Lane ,Fazakerley ,Liverpool ,L9 7AL,Overall,Overall,Good,Good,Good,Good,Good,Good,22/05/2015,Location,http://www.cqc.org.uk/location/REP21,REP,Liverpool Women's NHS Foundation Trust ,,-
RET20,The Walton Centre ,NHS,Hospitals ,Lower Lane ,Fazakerley ,Liverpool ,L9 7LJ,Overall,Overall,Outstanding,Good,Outstanding,Outstanding,Good,Good,19/08/2019,Location,http://www.cqc.org.uk/location/RET20,RET,The Walton Centre NHS Foundation Trust ,,-
RF4DG,King George Hospital ,NHS,Hospitals ,Barley Lane ,Goodmayes ,Ilford ,IG3 8YB,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,22/06/2018,Location,http://www.cqc.org.uk/location/RF4DG,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust ",,-
RF4PP,Barking Community Hospital ,NHS,Hospitals ,Upney Lane , ,Barking ,IG11 9LX,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,22/06/2018,Provider,http://www.cqc.org.uk/provider/RF4,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust ",,-
RF4QH,Queen's Hospital ,NHS,Hospitals ,Rom Valley Way , ,Romford ,RM7 0AG,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,22/06/2018,Location,http://www.cqc.org.uk/location/RF4QH,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust ",,-
RFFAA,Barnsley Hospital ,NHS,Hospitals ,Gawber Road , ,Barnsley ,S75 2EP,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,14/03/2018,Location,http://www.cqc.org.uk/location/RFFAA,RFF,Barnsley Hospital NHS Foundation Trust ,,-
RFRPA,Rotherham General Hospital ,NHS,Hospitals ,Moorgate Road , ,Rotherham ,S60 2UD,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,18/03/2019,Location,http://www.cqc.org.uk/location/RFRPA,RFR,The Rotherham NHS Foundation Trust ,,-
RFSDA,Chesterfield Royal Hospital ,NHS,Hospitals ,Chesterfield Road ,Calow ,Chesterfield ,S44 5BL,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,25/01/2019,Location,http://www.cqc.org.uk/location/RFSDA,RFS,Chesterfield Royal Hospital NHS Foundation Trust ,,-
RGMX1,Royal Papworth Hospital ,NHS,Hospitals ,Papworth Road ,Cambridge Biomedical Campus ,Cambridge ,CB2 0AY,Overall,Overall,Good,Good,Outstanding,Outstanding,Good,Good,27/03/2015,Provider,http://www.cqc.org.uk/provider/RGM,RGM,Royal Papworth Hospital NHS Foundation Trust ,,-
RGN49,Stamford & Rutland Hospital ,NHS,Hospitals ,Ryhall Road , ,Stamford ,PE9 1UA,Overall,Overall,Good,Good,Good,Good,Good,Good,16/05/2014,Location,http://www.cqc.org.uk/location/RGN49,RGN,North West Anglia NHS Foundation Trust ,,-
RGN80,Peterborough City Hospital ,NHS,Hospitals ,PO Box 404 ,Bretton Gate ,Peterborough ,PE3 9GZ,Overall,Overall,Good,Good,Good,Good,Good,Good,24/10/2018,Location,http://www.cqc.org.uk/location/RGN80,RGN,North West Anglia NHS Foundation Trust ,,-
RGN90,Hinchingbrooke Hospital ,NHS,Hospitals ,Hinchingbrooke Park , ,Huntingdon ,PE29 6NT,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Requires improvement,24/10/2018,Location,http://www.cqc.org.uk/location/RGN90,RGN,North West Anglia NHS Foundation Trust ,,-
RGP75,James Paget Hospital ,NHS,Hospitals ,Lowestoft Road ,Gorleston-on-Sea ,Great Yarmouth ,NR31 6LA,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,06/12/2018,Location,http://www.cqc.org.uk/location/RGP75,RGP,James Paget University Hospitals NHS Foundation Trust ,,-
RGQ,Ipswich Hospital NHS Trust ,NHS, ,Heath Road , , ,IP4 5PD,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,RGQ,Ipswich Hospital NHS Trust ,,-
RGR44,Newmarket Hospital ,NHS,Hospitals ,56 Exning Road , ,Newmarket ,CB8 7JG,Overall,Overall,Good,Good,Good,Good,Good,Good,04/08/2016,Location,http://www.cqc.org.uk/location/RGR44,RGR,West Suffolk NHS Foundation Trust ,,-
RGR50,West Suffolk Hospital ,NHS,Hospitals ,Hardwick Lane , ,Bury St Edmunds ,IP33 2QZ,Overall,Overall,Outstanding,Good,Outstanding,Outstanding,Good,Good,23/01/2018,Location,http://www.cqc.org.uk/location/RGR50,RGR,West Suffolk NHS Foundation Trust ,,-
RGT01,Addenbrooke's and The Rosie Hospitals ,NHS,Hospitals ,Addenbrookes Hospital ,Hills Road ,Cambridge ,CB2 0QQ,Overall,Overall,Good,Good,Good,Outstanding,Requires improvement,Outstanding,26/02/2019,Location,http://www.cqc.org.uk/location/RGT01,RGT,Cambridge University Hospitals NHS Foundation Trust ,,-
RH5F4,Burnham on Sea War Memorial Hospital ,NHS,Hospitals ,Love Lane , ,Burnham on Sea ,TA8 1ED,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,22/01/2019,Provider,http://www.cqc.org.uk/provider/RH5,RH5,Somerset Partnership NHS Foundation Trust ,,-
RH5G5,Frome Community Hospital ,NHS,Hospitals ,Enos Way , ,Frome ,BA11 2FH,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,22/01/2019,Provider,http://www.cqc.org.uk/provider/RH5,RH5,Somerset Partnership NHS Foundation Trust ,,-
RH5H6,Contraceptive and Sexual Health Service ,NHS,Hospitals ,7 The Crescent , ,Taunton ,TA1 4EA,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,22/01/2019,Provider,http://www.cqc.org.uk/provider/RH5,RH5,Somerset Partnership NHS Foundation Trust ,,-
RH801,Royal Devon & Exeter Hospital (Wonford) ,NHS,Hospitals ,Barrack Road , ,Exeter ,EX2 5DW,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Outstanding,30/04/2019,Location,http://www.cqc.org.uk/location/RH801,RH8,Royal Devon and Exeter NHS Foundation Trust ,,-
RH802,Royal Devon & Exeter Hospital (Heavitree) ,NHS,Hospitals ,Gladstone Road , ,Exeter ,EX1 2ED,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,30/04/2019,Provider,http://www.cqc.org.uk/provider/RH8,RH8,Royal Devon and Exeter NHS Foundation Trust ,,-
RH833,Okehampton Community Hospital ,NHS,Hospitals ,Cavell Way , ,Okehampton ,EX20 1PN,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,30/04/2019,Provider,http://www.cqc.org.uk/provider/RH8,RH8,Royal Devon and Exeter NHS Foundation Trust ,,-
RH834,Ottery St Mary Hospital ,NHS,Hospitals ,Keegan Close , ,Ottery St Mary ,EX11 1DN,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,30/04/2019,Provider,http://www.cqc.org.uk/provider/RH8,RH8,Royal Devon and Exeter NHS Foundation Trust ,,-
RH836,Crediton Hospital ,NHS,Hospitals ,Western Road , ,Crediton ,EX17 3NH,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,30/04/2019,Provider,http://www.cqc.org.uk/provider/RH8,RH8,Royal Devon and Exeter NHS Foundation Trust ,,-
RH853,Tiverton District Hospital ,NHS,Hospitals ,Kennedy Way , ,Tiverton ,EX16 6NT,Overall,Overall,Good,Good,Good,Good,Good,Good,30/04/2019,Location,http://www.cqc.org.uk/location/RH853,RH8,Royal Devon and Exeter NHS Foundation Trust ,,-
RH854,Honiton Hospital ,NHS,Hospitals ,Marlpits Lane , ,Honiton ,EX14 2DE,Overall,Overall,Good,Good,Good,Good,Good,Good,30/04/2019,Location,http://www.cqc.org.uk/location/RH854,RH8,Royal Devon and Exeter NHS Foundation Trust ,,-
RH857,Axminster Hospital ,NHS,Hospitals ,Chard Street , ,Axminster ,EX13 5DU,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,30/04/2019,Provider,http://www.cqc.org.uk/provider/RH8,RH8,Royal Devon and Exeter NHS Foundation Trust ,,-
RH858,Exmouth Hospital ,NHS,Hospitals ,Claremont Grove , ,Exmouth ,EX8 2JN,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,30/04/2019,Provider,http://www.cqc.org.uk/provider/RH8,RH8,Royal Devon and Exeter NHS Foundation Trust ,,-
RH859,Victoria Hospital Sidmouth ,NHS,Hospitals ,General Hospital , ,Sidmouth ,EX10 8EW,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,30/04/2019,Provider,http://www.cqc.org.uk/provider/RH8,RH8,Royal Devon and Exeter NHS Foundation Trust ,,-
