YearMonth,Rolling_Data_Month,Location ID,Location Name,Provider Code,Provider Name,Diagnostic ID,Diagnostic Test Name,Total Waiting List,Number waiting 6+ Weeks,Number waiting 13+ Weeks,% waiting 6+ weeks
201912,Current Month,RBZ87,Okehampton Hospital,RBZ,Northern Devon Healthcare NHS Trust ,1,Magnetic Resonance Imaging,366,4,0,1.09
201912,Current Month,RQ8LJ,St Peter's Hospital,RQ8,Mid Essex Hospital Services NHS Trust ,5,DEXA Scan,159,0,0,0
201912,Current Month,RTP04,East Surrey Hospital,RTP,Surrey and Sussex Healthcare NHS Trust ,11,Urodynamics - Pressures & Flows,18,0,0,0
201912,Current Month,RHQY3,Sheffield Dialysis Unit,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust ,15,Gastroscopy,490,0,0,0
201912,Current Month,RXPBA,Bishop Auckland Hospital,RXP,County Durham and Darlington NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,52,0,0,0
201912,Current Month,RXWMB,Bridgnorth Community Hospital,RXW,Shrewsbury and Telford Hospital NHS Trust ,15,Gastroscopy,301,4,2,1.33
201912,Current Month,R1HNH,Newham University Hospital,R1H,Barts Health NHS Trust ,1,Magnetic Resonance Imaging,4878,313,13,6.42
201912,Current Month,RAPNM,North Middlesex University Hospital,RAP,North Middlesex University Hospital NHS Trust ,14,Cystoscopy,117,7,1,5.98
201912,Current Month,1-153773510,The Nottingham Inhealth Specialist Imaging Centre (Nisic),NV1,InHealth Ltd ,13,Flexi Sigmoidoscopy,204,3,0,1.47
201912,Current Month,RA979,Totnes Hospital,RA9,Torbay and South Devon NHS Foundation Trust ,6,Audiology - Audiology Assessments,323,1,0,0.31
201912,Current Month,RM362,Wigan Renal Satellite Unit,RM3,Salford Royal NHS Foundation Trust ,14,Cystoscopy,44,11,1,25
201912,Current Month,RTXBW,Westmorland General Hospital,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust ,12,Colonoscopy,309,47,0,15.21
201912,Current Month,1-128758255,BMI Bath Clinic,NT402,BMI - Bath Clinic ,3,Non-obstetric Ultrasound,4,0,0,0
201912,Current Month,RWF03,Maidstone Hospital,RWF,Maidstone and Tunbridge Wells NHS Trust ,14,Cystoscopy,49,7,5,14.29
201912,Current Month,RDDH1,Orsett Hospital,RDD,Basildon and Thurrock University Hospitals NHS Foundation Trust ,15,Gastroscopy,201,7,0,3.48
201912,Current Month,RBQHQ,Liverpool Heart and Chest Hospital,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust ,3,Non-obstetric Ultrasound,11,0,0,0
201912,Current Month,RH834,Ottery St Mary Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust ,4,Barium Enema,0,0,0,0
201912,Current Month,RTFDJ,Alnwick Infirmary,RTF,Northumbria Healthcare NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,74,0,0,0
201912,Current Month,RTR18,Redcar Primary Care Hospital,RTR,South Tees Hospitals NHS Foundation Trust ,14,Cystoscopy,198,11,0,5.56
201912,Current Month,RNNBF,Brampton War Memorial Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust ,15,Gastroscopy,275,34,1,12.36
201912,Current Month,RTH02,Churchill Hospital,RTH,Oxford University Hospitals NHS Foundation Trust ,8,Cardiology - Electrophysiology,138,6,0,4.35
201912,Current Month,1-617694390,BMI Lincoln,NV1,InHealth Ltd ,16,Total,10227,154,13,1.51
201912,Current Month,1-128732823,Cobalt Hospital,NVC29,Cobalt Hospital ,16,Total,88,0,0,0
201912,Current Month,RBZ93,Tiverton and District Hospital,RBZ,Northern Devon Healthcare NHS Trust ,11,Urodynamics - Pressures & Flows,43,25,9,58.14
201912,Current Month,RTGX1,Queens Hospital,RTG,University Hospitals of Derby and Burton NHS Foundation Trust ,2,Computed Tomography,1343,2,0,0.15
201912,Current Month,RH859,Victoria Hospital Sidmouth,RH8,Royal Devon and Exeter NHS Foundation Trust ,5,DEXA Scan,296,0,0,0
201912,Current Month,RJ817,Camborne and Redruth Community Hospital,RJ8,Cornwall Partnership NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,28,1,0,3.57
201912,Current Month,RWA18,East Riding Community Hospital,RWA,Hull University Teaching Hospitals NHS Trust ,12,Colonoscopy,656,354,115,53.96
201912,Current Month,RTFED,Wansbeck General Hospital,RTF,Northumbria Healthcare NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,74,0,0,0
201912,Current Month,RP5BA,Bassetlaw District General Hospital,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust ,5,DEXA Scan,145,0,0,0
201912,Current Month,RVR90,Leatherhead,RVR,Epsom and St Helier University Hospitals NHS Trust ,2,Computed Tomography,1002,89,0,8.88
201912,Current Month,RF4PP,Barking Community Hospital,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust ",2,Computed Tomography,1589,15,0,0.94
201912,Current Month,RXL04,Fleetwood Hospital,RXL,Blackpool Teaching Hospitals NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,26,0,0,0
201912,Current Month,1-129798431,Spire Sussex Hospital,NT309,Spire Sussex Hospital ,3,Non-obstetric Ultrasound,8,0,0,0
201912,Current Month,RDU01,Frimley Park Hospital,RDU,Frimley Health NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,109,5,0,4.59
201912,Current Month,RT5YL,St Luke's Hospital,RT5,Leicestershire Partnership NHS Trust ,6,Audiology - Audiology Assessments,322,0,0,0
201912,Current Month,1-2745411269,Spire Liverpool Hospital,NT337,Spire Liverpool Hospital ,16,Total,682,0,0,0
201912,Current Month,1-128758653,BMI The Clementine Churchill Hospital,NT411,BMI - The Clementine Churchill Hospital ,14,Cystoscopy,0,0,0,0
201912,Current Month,R0A07,Wythenshawe Hospital,R0A,Manchester University NHS Foundation Trust ,14,Cystoscopy,154,5,1,3.25
201912,Current Month,R0A2Q,Altrincham General Hospital,R0A,Manchester University NHS Foundation Trust ,5,DEXA Scan,627,18,1,2.87
201912,Current Month,RWDLP,Grantham and District Hospital,RWD,United Lincolnshire Hospitals NHS Trust ,3,Non-obstetric Ultrasound,1157,3,0,0.26
201912,Current Month,RY2D3,Bridgewater CHCFT Leigh Walk in Centre,RY2,Bridgewater Community Healthcare NHS Foundation Trust ,16,Total,103,1,0,0.97
201912,Current Month,RCF22,Airedale General Hospital,RCF,Airedale NHS Foundation Trust ,6,Audiology - Audiology Assessments,6,0,0,0
201912,Current Month,RTFEF,Rothbury Community Hospital,RTF,Northumbria Healthcare NHS Foundation Trust ,5,DEXA Scan,431,1,0,0.23
201912,Current Month,1-128758653,BMI The Clementine Churchill Hospital,NT411,BMI - The Clementine Churchill Hospital ,2,Computed Tomography,14,0,0,0
201912,Current Month,RH859,Victoria Hospital Sidmouth,RH8,Royal Devon and Exeter NHS Foundation Trust ,4,Barium Enema,0,0,0,0
201912,Current Month,RJZ01,King's College Hospital,RJZ,King's College Hospital NHS Foundation Trust ,2,Computed Tomography,1264,59,11,4.67
201912,Current Month,RWDAA,County Hospital Louth,RWD,United Lincolnshire Hospitals NHS Trust ,13,Flexi Sigmoidoscopy,198,0,0,0
201912,Current Month,RXPBA,Bishop Auckland Hospital,RXP,County Durham and Darlington NHS Foundation Trust ,6,Audiology - Audiology Assessments,71,0,0,0
201912,Current Month,RXN02,Royal Preston Hospital,RXN,Lancashire Teaching Hospitals NHS Foundation Trust ,15,Gastroscopy,139,10,0,7.19
201912,Current Month,1-129798247,Spire Leicester Hospital,NT322,Spire Leicester Hospital ,16,Total,71,0,0,0
201912,Current Month,R1CF2,St James Hospital,R1C,Solent NHS Trust ,1,Magnetic Resonance Imaging,137,0,0,0
201912,Current Month,RTFDU,Haltwhistle War Memorial Hospital,RTF,Northumbria Healthcare NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,4,0,0,0
201912,Current Month,RTGFG,Royal Derby Hospital,RTG,University Hospitals of Derby and Burton NHS Foundation Trust ,2,Computed Tomography,1343,2,0,0.15
201912,Current Month,RH857,Axminster Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust ,13,Flexi Sigmoidoscopy,167,40,14,23.95
201912,Current Month,RTG50,Sir Robert Peel Community Hospital,RTG,University Hospitals of Derby and Burton NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,224,22,0,9.82
201912,Current Month,1-115574737,Nuffield Health The Grosvenor Hospital Chester,NT210,"Nuffield Health, The Grosvenor Hospital, Chester ",16,Total,5,1,0,20
201912,Current Month,RN707,Darent Valley Hospital,RN7,Dartford and Gravesham NHS Trust ,13,Flexi Sigmoidoscopy,160,3,0,1.87
201912,Current Month,RTH05,Horton General Hospital,RTH,Oxford University Hospitals NHS Foundation Trust ,3,Non-obstetric Ultrasound,3953,0,0,0
201912,Current Month,RXK10,Rowley Regis Hospital,RXK,Sandwell and West Birmingham Hospitals NHS Trust ,12,Colonoscopy,263,0,0,0
201912,Current Month,RF4QH,Queen's Hospital,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust ",11,Urodynamics - Pressures & Flows,39,17,0,43.59
201912,Current Month,RBZ93,Tiverton and District Hospital,RBZ,Northern Devon Healthcare NHS Trust ,7,Cardiology - Echocardiography,360,47,14,13.06
201912,Current Month,RTX02,Royal Lancaster Infirmary,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust ,1,Magnetic Resonance Imaging,1286,25,2,1.94
201912,Current Month,1-119269999,Circle Hospital (Bath) Ltd,NV302,Circle Bath Hospital ,2,Computed Tomography,2,0,0,0
201912,Current Month,RK5BC,Kings Mill Hospital,RK5,Sherwood Forest Hospitals NHS Foundation Trust ,2,Computed Tomography,688,7,0,1.02
201912,Current Month,RX1NL,Ropewalk House,RX1,Nottingham University Hospitals NHS Trust ,9,Neurophysiology - Peripheral Neurophysiology,188,0,0,0
201912,Current Month,1-129798209,Spire Hartswood Hospital,NT319,Spire Hartswood Hospital ,16,Total,198,0,0,0
201912,Current Month,1-128732964,Rowley Hall Hospital,NVC17,Rowley Hall Hospital ,13,Flexi Sigmoidoscopy,0,0,0,0
201912,Current Month,1-833413984,Pall Mall Medical Diagnostic Treatment Centre,NBG,Mediscan Diagnostics Services Ltd ,16,Total,2699,10,0,0.37
201912,Current Month,RAL80,Hadley Wood Hospital (Private),RAL,Royal Free London NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,0,0,0,0
201912,Current Month,RJN63,Congleton War Memorial Hospital,RJN,East Cheshire NHS Trust ,2,Computed Tomography,358,0,0,0
201912,Current Month,RTE23,Cirencester Hospital,RTE,Gloucestershire Hospitals NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,101,0,0,0
201912,Current Month,,,DKE,Curx Health Ltd ,3,Non-obstetric Ultrasound,48,0,0,0
201912,Current Month,1-128767043,BMI Mount Alvernia Hospital,NT455,BMI Mount Alvernia Hospital ,12,Colonoscopy,0,0,0,0
201912,Current Month,R0A05,Saint Mary's Hospital,R0A,Manchester University NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,461,3,0,0.65
201912,Current Month,,,G82729,White Cliffs Medical Centre,3,Non-obstetric Ultrasound,90,0,0,0
201912,Current Month,RXPCP,University Hospital North Durham,RXP,County Durham and Darlington NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,52,0,0,0
201912,Current Month,RA956,Dawlish Hospital,RA9,Torbay and South Devon NHS Foundation Trust ,3,Non-obstetric Ultrasound,562,4,0,0.71
201912,Current Month,RAL80,Hadley Wood Hospital (Private),RAL,Royal Free London NHS Foundation Trust ,15,Gastroscopy,606,40,7,6.6
201912,Current Month,RQM01,Chelsea and Westminster Hospital,RQM,Chelsea and Westminster Hospital NHS Foundation Trust ,4,Barium Enema,22,0,0,0
201912,Current Month,RT301,Harefield Hospital,RT3,Royal Brompton and Harefield NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,0,0,0,0
201912,Current Month,RPY01,The Royal Marsden - London,RPY,The Royal Marsden NHS Foundation Trust ,3,Non-obstetric Ultrasound,0,0,0,0
201912,Current Month,RAE01,Bradford Royal Infirmary,RAE,Bradford Teaching Hospitals NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,36,0,0,0
201912,Current Month,RYG57,Bradbury House,RYG,Coventry and Warwickshire Partnership NHS Trust ,16,Total,86,0,0,0
201912,Current Month,1-128758696,BMI The Droitwich Spa Hospital,NT412,BMI - The Droitwich Spa Hospital ,1,Magnetic Resonance Imaging,30,0,0,0
201912,Current Month,1-2079393249,BMI Three Shires Hospital,NT441,BMI - Three Shires Hospital ,3,Non-obstetric Ultrasound,10,0,0,0
201912,Current Month,R0A2Q,Altrincham General Hospital,R0A,Manchester University NHS Foundation Trust ,13,Flexi Sigmoidoscopy,398,2,1,0.5
201912,Current Month,RCB00,The York Hospital,RCB,York Teaching Hospital NHS Foundation Trust ,14,Cystoscopy,106,6,2,5.66
201912,Current Month,RJL30,Diana Princess of Wales Hospital,RJL,Northern Lincolnshire and Goole NHS Foundation Trust ,1,Magnetic Resonance Imaging,4620,1314,19,28.44
201912,Current Month,RWEAE,Glenfield Hospital,RWE,University Hospitals of Leicester NHS Trust ,13,Flexi Sigmoidoscopy,307,8,0,2.61
201912,Current Month,RXC02,Eastbourne District General Hospital,RXC,East Sussex Healthcare NHS Trust ,7,Cardiology - Echocardiography,0,0,0,0
201912,Current Month,1-128733015,North Downs Hospital,NVC11,North Downs Hospital ,1,Magnetic Resonance Imaging,3,0,0,0
201912,Current Month,RBL14,Arrowe Park Hospital,RBL,Wirral University Teaching Hospital NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,71,2,0,2.82
201912,Current Month,RL4TC,Cannock Chase Hospital,RL4,The Royal Wolverhampton NHS Trust ,11,Urodynamics - Pressures & Flows,0,0,0,0
201912,Current Month,RCUEF,Sheffield Children's Hospital,RCU,Sheffield Children's NHS Foundation Trust ,5,DEXA Scan,3,0,0,0
201912,Current Month,RH802,Royal Devon & Exeter Hospital (Heavitree),RH8,Royal Devon and Exeter NHS Foundation Trust ,13,Flexi Sigmoidoscopy,167,40,14,23.95
201912,Current Month,RWH20,Queen Elizabeth II Hospital,RWH,East and North Hertfordshire NHS Trust ,11,Urodynamics - Pressures & Flows,47,12,4,25.53
201912,Current Month,RWFTW,The Tunbridge Wells Hospital at Pembury,RWF,Maidstone and Tunbridge Wells NHS Trust ,5,DEXA Scan,341,0,0,0
201912,Current Month,RXP35,Richardson Community Hospital,RXP,County Durham and Darlington NHS Foundation Trust ,13,Flexi Sigmoidoscopy,275,30,0,10.91
201912,Current Month,1-3988682555,Inhealth North London Diagnostics Centre,NV1,InHealth Ltd ,16,Total,10227,154,13,1.51
201912,Current Month,RDU01,Frimley Park Hospital,RDU,Frimley Health NHS Foundation Trust ,16,Total,14410,139,4,0.96
201912,Current Month,RW602,North Manchester General Hospital,RW6,The Pennine Acute Hospitals NHS Trust ,9,Neurophysiology - Peripheral Neurophysiology,94,0,0,0
201912,Current Month,RX1CC,Nottingham City Hospital,RX1,Nottingham University Hospitals NHS Trust ,3,Non-obstetric Ultrasound,2055,0,0,0
201912,Current Month,RDDH1,Orsett Hospital,RDD,Basildon and Thurrock University Hospitals NHS Foundation Trust ,7,Cardiology - Echocardiography,622,3,0,0.48
201912,Current Month,RWELS,St Lukes Hospital,RWE,University Hospitals of Leicester NHS Trust ,16,Total,16855,164,21,0.97
201912,Current Month,RWH23,Hertford County Hospital,RWH,East and North Hertfordshire NHS Trust ,5,DEXA Scan,331,0,0,0
201912,Current Month,1-566584593,The Grange Medical Centre,AJ8,The Grange Medical Centre HQ ,3,Non-obstetric Ultrasound,65,0,0,0
201912,Current Month,RJZ50,King's @ Woolwich,RJZ,King's College Hospital NHS Foundation Trust ,3,Non-obstetric Ultrasound,5590,259,4,4.63
201912,Current Month,1-223517978,St. Peter's Community Hospital Ward,NQA,Provide ,6,Audiology - Audiology Assessments,92,0,0,0
201912,Current Month,1-128767002,BMI The Manor Hospital,NT423,BMI - The Manor Hospital ,3,Non-obstetric Ultrasound,13,2,0,15.38
201912,Current Month,RH854,Honiton Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust ,5,DEXA Scan,296,0,0,0
201912,Current Month,RHM01,Southampton General Hospital,RHM,University Hospital Southampton NHS Foundation Trust ,1,Magnetic Resonance Imaging,1541,52,4,3.37
201912,Current Month,RJ230,Queen Mary's Hospital,RJ2,Lewisham and Greenwich NHS Trust ,3,Non-obstetric Ultrasound,3773,0,0,0
201912,Current Month,RVV02,Buckland Hospital,RVV,East Kent Hospitals University NHS Foundation Trust ,15,Gastroscopy,412,6,0,1.46
201912,Current Month,RWP50,Worcestershire Royal Hospital,RWP,Worcestershire Acute Hospitals NHS Trust ,15,Gastroscopy,163,16,6,9.82
201912,Current Month,RXL06,Clifton Hospital,RXL,Blackpool Teaching Hospitals NHS Foundation Trust ,2,Computed Tomography,315,0,0,0
201912,Current Month,RXL06,Clifton Hospital,RXL,Blackpool Teaching Hospitals NHS Foundation Trust ,3,Non-obstetric Ultrasound,1260,90,0,7.14
201912,Current Month,RYV02,North Cambridgeshire Hospital,RYV,Cambridgeshire Community Services NHS Trust ,6,Audiology - Audiology Assessments,430,80,1,18.6
201912,Current Month,RDU52,Heatherwood Hospital,RDU,Frimley Health NHS Foundation Trust ,12,Colonoscopy,722,28,1,3.88
201912,Current Month,R0A02,Manchester Royal Infirmary,R0A,Manchester University NHS Foundation Trust ,1,Magnetic Resonance Imaging,3921,150,26,3.83
201912,Current Month,RP606,Moorfields at Northwick Park,RP6,Moorfields Eye Hospital NHS Foundation Trust ,16,Total,205,0,0,0
201912,Current Month,RTK01,St Peter's Hospital,RTK,Ashford and St. Peter’s Hospitals NHS Foundation Trust ,4,Barium Enema,1,0,0,0
201912,Current Month,1-128758526,BMI The Beaumont Hospital,NT404,BMI - The Beaumont Hospital ,3,Non-obstetric Ultrasound,44,0,0,0
201912,Current Month,RC110,Bedford Hospital,RC1,Bedford Hospital NHS Trust ,6,Audiology - Audiology Assessments,241,58,0,24.07
201912,Current Month,RVV09,Queen Elizabeth The Queen Mother Hospital,RVV,East Kent Hospitals University NHS Foundation Trust ,16,Total,15621,71,1,0.45
201912,Current Month,RX1NL,Ropewalk House,RX1,Nottingham University Hospitals NHS Trust ,14,Cystoscopy,124,0,0,0
201912,Current Month,RA7C1,Bristol Royal Infirmary,RA7,University Hospitals Bristol NHS Foundation Trust ,3,Non-obstetric Ultrasound,2077,2,0,0.1
201912,Current Month,RH859,Victoria Hospital Sidmouth,RH8,Royal Devon and Exeter NHS Foundation Trust ,12,Colonoscopy,122,39,17,31.97
201912,Current Month,RNA04,Corbett Hospital,RNA,The Dudley Group NHS Foundation Trust ,12,Colonoscopy,603,184,25,30.51
201912,Current Month,RXR78,Blackburn Birthing Centre,RXR,East Lancashire Hospitals NHS Trust ,11,Urodynamics - Pressures & Flows,34,0,0,0
201912,Current Month,RTFDH,Berwick Infirmary,RTF,Northumbria Healthcare NHS Foundation Trust ,14,Cystoscopy,86,1,0,1.16
201912,Current Month,RWP50,Worcestershire Royal Hospital,RWP,Worcestershire Acute Hospitals NHS Trust ,3,Non-obstetric Ultrasound,1937,5,0,0.26
201912,Current Month,RBZ83,Sidmouth Hospital,RBZ,Northern Devon Healthcare NHS Trust ,12,Colonoscopy,63,2,0,3.17
201912,Current Month,RRF70,Wigan Health Centre,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust ",15,Gastroscopy,324,49,11,15.12
201912,Current Month,RN325,Great Western Hospital,RN3,Great Western Hospitals NHS Foundation Trust ,2,Computed Tomography,824,31,0,3.76
201912,Current Month,RWG08,Hemel Hempstead General Hospital,RWG,West Hertfordshire Hospitals NHS Trust ,11,Urodynamics - Pressures & Flows,63,1,0,1.59
201912,Current Month,R1C03,Western Community Hospital,R1C,Solent NHS Trust ,3,Non-obstetric Ultrasound,50,2,1,4
201912,Current Month,RC110,Bedford Hospital,RC1,Bedford Hospital NHS Trust ,3,Non-obstetric Ultrasound,1987,0,0,0
201912,Current Month,RWDDA,Lincoln County Hospital,RWD,United Lincolnshire Hospitals NHS Trust ,7,Cardiology - Echocardiography,1183,177,12,14.96
201912,Current Month,RXWMJ,Oswestry Maternity Unit,RXW,Shrewsbury and Telford Hospital NHS Trust ,14,Cystoscopy,0,0,0,0
201912,Current Month,1-153773270,Walsall MRI Centre,NV1,InHealth Ltd ,3,Non-obstetric Ultrasound,2673,7,0,0.26
201912,Current Month,RH857,Axminster Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust ,3,Non-obstetric Ultrasound,1353,239,70,17.66
